,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
160,87231,BR99219,Weekly,707.21,,,,Fast food employee level 3—in charge of one or no person,18 years,3.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
161,87222,BR99210,Weekly,715.89,,,,Fast food employee level 3—in charge of 2 or more people,18 years,4.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
162,87195,BR99193,Weekly,375.84,,,,Fast food employee level 1,under 16 years,1.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
163,87205,BR99203,Weekly,398.0,,,,Fast food employee level 2,under 16 years,2.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
164,87225,BR99213,Weekly,404.12,,,,Fast food employee level 3—in charge of one or no person,under 16 years,3.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
165,87192,BR99190,Weekly,409.08,,,,Fast food employee level 3—in charge of 2 or more people,under 16 years,4.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
166,87196,BR99194,Weekly,469.8,,,,Fast food employee level 1,16 years,1.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
167,87206,BR99204,Weekly,497.5,,,,Fast food employee level 2,16 years,2.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
168,87226,BR99214,Weekly,505.15,,,,Fast food employee level 3—in charge of one or no person,16 years,3.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
169,87193,BR99191,Weekly,511.35,,,,Fast food employee level 3—in charge of 2 or more people,16 years,4.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
170,87197,BR99195,Weekly,563.76,,,,Fast food employee level 1,17 years,1.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
171,87207,BR99205,Weekly,597.0,,,,Fast food employee level 2,17 years,2.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
172,87227,BR99215,Weekly,606.18,,,,Fast food employee level 3—in charge of one or no person,17 years,3.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
173,87194,BR99192,Weekly,613.62,,,,Fast food employee level 3—in charge of 2 or more people,17 years,4.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
174,87199,BR99197,Weekly,751.68,,,,Fast food employee level 1,19 years,1.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
175,87209,BR99207,Weekly,796.0,,,,Fast food employee level 2,19 years,2.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
176,87232,BR99220,Weekly,808.24,,,,Fast food employee level 3—in charge of one or no person,19 years,3.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
177,87223,BR99211,Weekly,818.16,,,,Fast food employee level 3—in charge of 2 or more people,19 years,4.0,JN,2023-07-01,,8.0,2023,2023-06-02T08:37:38+00:00,3,JN
178,109,BR89787,Weekly,995.0,CR25656,Hourly,26.18,,fast food employee level 2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,3,AD
179,110,BR89788,Weekly,1010.3,CR25657,Hourly,26.59,,fast food employee level 3—in charge of one or no person,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,3,AD
180,111,BR89789,Weekly,1022.7,CR25658,Hourly,26.91,,fast food employee level 3—in charge of 2 or more people,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,3,AD
181,110,BR89788,Weekly,913.4,CR25657,Hourly,24.04,,level 3—in charge of one or no persons,3.0,AD,2021-07-01,2022-06-30,1.0,2021,2022-03-03T18:52:51+00:00,3,AD
182,111,BR89789,Weekly,924.6,CR25658,Hourly,24.33,,level 3—in charge of two or more persons,4.0,AD,2021-07-01,2022-06-30,1.0,2021,2022-03-03T18:52:51+00:00,3,AD
183,88159,BR100043,Weekly,796.0,CR30173,Hourly,20.95,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,CA
184,90711,BR102399,Weekly,457.45,,,,50,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,CA
185,90721,BR102405,Weekly,503.2,,,,55,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,CA
186,88710,BR100545,Hourly,20.95,,,,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,CA
187,90436,BR102179,Weekly,547.25,CR29791,Hourly,14.4,55%,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,CA
188,87933,BR99837,Hourly,19.81,,,,80% of level 4 adult rate,1st year,1.0,AA,2022-07-01,,4.0,2022,2022-06-24T11:31:58+00:00,18,CA
189,87664,BR99610,Weekly,609.01,,,,Have completed year 12,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
190,87669,BR99615,Weekly,448.87,,,,,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
191,87644,BR99592,Weekly,555.63,,,,Have not completed year 12,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
192,91914,BR103343,Weekly,828.56,,,,Commencing on or after 1 January 2014,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,25,CA
193,87746,BR99679,Weekly,424.72,,,,Commencing before 1 January 2014,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,25,CA
194,87066,BR99069,Weekly,447.8,,,,,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,29,CA
195,87070,BR99073,Weekly,497.5,,,,,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,29,CA
196,1283,BR90733,Weekly,1668.7,CR26127,Hourly,43.91,,1st year,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
197,142658,BR121040,Weekly,1919.0,CR39075,Hourly,50.5,,1st year,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
198,1235,BR90695,Weekly,934.2,CR26089,Hourly,24.58,,1st year,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
199,142608,BR120995,Weekly,1015.9,CR39037,Hourly,26.73,,1st year,1.0,AD,2023-06-30,2023-06-30,4.0,2022,2023-06-01T09:40:21+00:00,34,CA
200,86992,BR99004,Ordinary hourly,12.77,,,,,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,36,CA
201,86988,BR99000,Ordinary hourly,14.78,,,,,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,36,CA
202,87096,BR99099,Ordinary hourly,22.3,,,,,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
203,87100,BR99103,Ordinary hourly,22.33,,,,,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
204,86984,BR98996,Ordinary hourly,10.7,,,,,1st year,1.0,AP,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
205,87682,BR99628,Hourly,20.94,,,,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,58,CA
206,87687,BR99633,Hourly,20.94,,,,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,58,CA
207,89640,BR101416,Hourly,17.14,,,,60%,1st year,1.0,CA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,67,CA
208,87855,BR99770,Weekly,752.72,,,,80% of adult Level 4 rate,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2023-03-17T07:27:54+00:00,101,CA
209,90615,BR102313,Hourly,19.81,,,,80% of adult Level 4 rate,1st year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2023-03-17T07:31:41+00:00,101,CA
210,91918,BR103347,Weekly,796.0,,,,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,104,CA
211,88416,BR100272,Weekly,796.0,,,,,1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,CA
212,4581,BR98673,Weekly,547.25,CR29130,Hourly,14.4,55,1st year,1.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,CA
213,112,BR89790,Weekly,939.6,CR25659,Hourly,24.73,,retail employee level 1,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,4,AD
214,88034,BR99920,Weekly,939.6,,,,Retail Employee Level 1,20 years of age and employed by the employer for more than 6 months,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,4,AD
215,88072,BR99956,Weekly,961.1,,,,Retail Employee Level 2,20 years of age and employed by the employer for more than 6 months,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,4,AD
216,88079,BR99964,Weekly,976.0,,,,Retail Employee Level 3,20 years of age and employed by the employer for more than 6 months,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,4,AD
217,88033,BR99919,Weekly,845.64,,,,Retail Employee Level 1,20 years of age and employed by the employer for 6 months or less,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
218,88071,BR99955,Weekly,864.99,,,,Retail Employee Level 2,20 years of age and employed by the employer for 6 months or less,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
219,88078,BR99963,Weekly,878.4,,,,Retail Employee Level 3,20 years of age and employed by the employer for 6 months or less,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
220,88032,BR99918,Weekly,751.68,,,,Retail Employee Level 1,19 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
221,88070,BR99954,Weekly,768.88,,,,Retail Employee Level 2,19 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
222,88077,BR99962,Weekly,780.8,,,,Retail Employee Level 3,19 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
223,88518,BR100365,Hourly,20.35,,,,Introductory,19 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
224,88390,BR100247,Hourly,19.22,,,,Introductory Level,19 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
225,91139,BR102854,Hourly,19.75,,,,Introductory level,19 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
226,88617,BR100457,Hourly,20.88,,,,Level 1,19 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
227,88441,BR100296,Hourly,19.75,,,,Level 1,19 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
228,88525,BR100372,Hourly,21.67,,,,Level 2,19 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
229,88447,BR100302,Hourly,20.47,,,,Level 2,19 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
230,88621,BR100462,Hourly,21.56,,,,Level 2,19 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
231,88551,BR100397,Hourly,22.38,,,,Level 3,19 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
232,88559,BR100405,Hourly,23.56,,,,Level 4,19 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
233,88473,BR100327,Hourly,21.14,,,,Level 3,19 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
234,88629,BR100470,Hourly,23.3,,,,Level 3A,19 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
235,88625,BR100466,Hourly,22.25,,,,Level 3,19 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
236,88566,BR100412,Hourly,25.05,,,,Level 5,19 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
237,88479,BR100333,Hourly,22.25,,,,Level 4,19 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
238,88638,BR100479,Hourly,23.66,,,,Level 4,19 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
239,88485,BR100339,Hourly,23.66,,,,Level 5,19 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
240,88642,BR100483,Hourly,24.36,,,,Level 5,19 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
241,88646,BR100487,Hourly,25.06,,,,Level 6,19 years of age,7.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
242,88331,BR100198,Weekly,730.4,,,,Introductory Level,19 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
243,88338,BR100205,Weekly,750.4,,,,Level 1,19 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
244,88344,BR100211,Weekly,777.7,,,,Level 2,19 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
245,88350,BR100217,Weekly,803.3,,,,Level 3,19 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
246,88356,BR100223,Weekly,845.8,,,,Level 4,19 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
247,88362,BR100229,Weekly,898.8,,,,Level 5,19 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
248,88029,BR99915,Weekly,469.8,,,,Retail Employee Level 1,16 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
249,88044,BR99929,Weekly,480.55,,,,Retail Employee Level 2,16 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
250,88074,BR99959,Weekly,488.0,,,,Retail Employee Level 3,16 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
251,88515,BR100362,Hourly,12.44,,,,Introductory,16 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
252,88522,BR100369,Hourly,13.24,,,,Level 2,16 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
253,88548,BR100394,Hourly,13.68,,,,Level 3,16 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
254,88556,BR100402,Hourly,14.4,,,,Level 4,16 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
255,88563,BR100409,Hourly,15.31,,,,Level 5,16 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
256,88028,BR99914,Weekly,422.82,,,,Retail Employee Level 1,15 years of age and under,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
257,90262,BR102008,Weekly,432.5,,,,Retail Employee Level 2,15 years of age and under,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
258,88073,BR99957,Weekly,439.2,,,,Retail Employee Level 3,15 years of age and under,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
259,88514,BR100361,Hourly,10.17,,,,Introductory,15 years of age and under,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
260,88521,BR100368,Hourly,10.84,,,,Level 2,15 years of age and under,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
261,88527,BR100374,Hourly,11.19,,,,Level 3,15 years of age and under,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
262,88555,BR100401,Hourly,11.78,,,,Level 4,15 years of age and under,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
263,88562,BR100408,Hourly,12.52,,,,Level 5,15 years of age and under,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
264,88031,BR99917,Weekly,657.72,,,,Retail Employee Level 1,18 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
265,88046,BR99931,Weekly,672.77,,,,Retail Employee Level 2,18 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
266,88076,BR99961,Weekly,683.2,,,,Retail Employee Level 3,18 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
267,88389,BR100246,Hourly,15.83,,,,Introductory Level,18 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
268,88612,BR100451,Hourly,16.26,,,,Introductory level,18 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
269,88517,BR100364,Hourly,16.96,,,,Introductory,18 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
270,88395,BR100252,Hourly,16.26,,,,Level 1,18 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
271,88616,BR100459,Hourly,17.2,,,,Level 1,18 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
272,88524,BR100371,Hourly,18.06,,,,Level 2,18 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
273,88550,BR100396,Hourly,18.65,,,,Level 3,18 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
274,88446,BR100301,Hourly,16.86,,,,Level 2,18 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
275,88620,BR100461,Hourly,17.75,,,,Level 2,18 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
276,88558,BR100404,Hourly,19.64,,,,Level 4,18 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
277,88472,BR100326,Hourly,17.41,,,,Level 3,18 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
278,88628,BR100469,Hourly,19.19,,,,Level 3A,18 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
279,88624,BR100465,Hourly,18.33,,,,Level 3,18 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
280,88478,BR100332,Hourly,18.33,,,,Level 4,18 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
281,88565,BR100411,Hourly,20.87,,,,Level 5,18 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
282,88637,BR100478,Hourly,19.48,,,,Level 4,18 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
283,88484,BR100338,Hourly,19.48,,,,Level 5,18 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
284,88641,BR100482,Hourly,20.06,,,,Level 5,18 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
285,88645,BR100486,Hourly,20.64,,,,Level 6,18 years of age,7.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
286,88330,BR100197,Weekly,601.5,,,,Introductory Level,18 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
287,88337,BR100204,Weekly,618.0,,,,Level 1,18 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
288,88343,BR100210,Weekly,640.4,,,,Level 2,18 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
289,88349,BR100216,Weekly,661.5,,,,Level 3,18 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
290,88355,BR100222,Weekly,696.5,,,,Level 4,18 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
291,88361,BR100228,Weekly,740.2,,,,Level 5,18 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
292,88030,BR99916,Weekly,563.76,,,,Retail Employee Level 1,17 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
293,88045,BR99930,Weekly,576.66,,,,Retail Employee Level 2,17 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
294,88075,BR99960,Weekly,585.6,,,,Retail Employee Level 3,17 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,JN
295,88516,BR100363,Hourly,14.7,,,,Introductory,17 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
296,88379,BR100240,Hourly,13.57,,,,Introductory Level,17 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
297,88394,BR100251,Hourly,13.94,,,,Level 1,17 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
298,88523,BR100370,Hourly,15.65,,,,Level 2,17 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
299,88445,BR100300,Hourly,14.45,,,,Level 2,17 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
300,88549,BR100395,Hourly,16.17,,,,Level 3,17 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
301,88557,BR100403,Hourly,17.02,,,,Level 4,17 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
302,88471,BR100325,Hourly,14.92,,,,Level 3,17 years of age,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
303,88477,BR100331,Hourly,15.71,,,,Level 4,17 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
304,88564,BR100410,Hourly,18.09,,,,Level 5,17 years of age,5.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
305,88483,BR100337,Hourly,16.7,,,,Level 5,17 years of age,6.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,JN
306,88329,BR100196,Weekly,515.6,,,,Introductory Level,17 years of age,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
307,88335,BR100202,Weekly,529.7,,,,Level 1,17 years of age,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
308,88342,BR100209,Weekly,548.9,,,,Level 2,17 years of age,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,119,JN
309,88160,BR100044,Weekly,939.6,CR30174,Hourly,24.73,,2nd year,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,4,CA
310,90712,BR102400,Weekly,548.94,,,,60,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,CA
311,90722,BR102406,Weekly,594.69,,,,65,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,CA
312,88709,BR100544,Hourly,22.61,,,,,2nd year,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,CA
313,90437,BR102180,Weekly,646.75,CR29792,Hourly,17.02,65%,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,9,CA
314,87934,BR99838,Hourly,22.67,,,,level 1 adult rate,2nd year,2.0,AA,2022-07-01,,4.0,2022,2022-06-24T11:31:58+00:00,18,CA
315,87670,BR99616,Weekly,576.99,,,,,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
316,87645,BR99593,Weekly,662.39,,,,Have not completed year 12,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
317,87667,BR99613,Weekly,715.77,,,,Have completed year 12,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,25,CA
318,87747,BR99680,Weekly,545.87,,,,Commencing before 1 January 2014,2nd year,2.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,25,CA
319,91915,BR103344,Weekly,904.44,,,,Commencing on or after 1 January 2014,2nd year,2.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,25,CA
320,87067,BR99070,Weekly,547.3,,,,,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,29,CA
321,87071,BR99074,Weekly,746.3,,,,,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,29,CA
322,142659,BR121041,Weekly,1976.0,CR39076,Hourly,52.0,,2nd year,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
323,1236,BR90696,Weekly,948.8,CR26090,Hourly,24.97,,2nd year,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
324,1284,BR90734,Weekly,1718.3,CR26128,Hourly,45.22,,2nd year,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,34,CA
325,142609,BR120996,Weekly,1031.8,CR39038,Hourly,27.15,,2nd year,2.0,AD,2023-06-30,2023-06-30,4.0,2022,2023-06-01T09:40:21+00:00,34,CA
326,86993,BR99005,Ordinary hourly,18.02,,,,,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,36,CA
327,86989,BR99001,Ordinary hourly,16.26,,,,,2nd year,2.0,AP,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,36,CA
328,87101,BR99104,Ordinary hourly,22.33,,,,,2nd year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
329,87097,BR99100,Ordinary hourly,22.3,,,,,2nd year,1.0,AA,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
330,86986,BR98998,Ordinary hourly,15.27,,,,,2nd year,2.0,AP,2022-07-01,2023-06-30,4.0,2022,2022-06-24T11:31:58+00:00,36,CA
331,87683,BR99629,Hourly,22.61,,,,,2nd year,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,58,CA
